answer_type_name,choices,question,correct_answer,lang,source,choices_processed,topic,test_item_id
Multiple Choice,"[{'Nur der direkte Verkauf an Endkunden': 'false', 'Online-Vertrieb über eine Website': 'true', 'Verkauf über soziale Medien wie Facebook und Twitter': 'true', 'Vertrieb über einen internen Email-Newsletter': 'false'}]",Was sind Beispiele für Vertriebskanäle?,"Online-Vertrieb über eine Website, Verkauf über soziale Medien wie Facebook und Twitter",GERMAN,ChatGPT3.5,Nur der direkte Verkauf an Endkunden Online-Vertrieb über eine Website Verkauf über soziale Medien wie Facebook und Twitter Vertrieb über einen internen Email-Newsletter,vertrieb und handel,2870
Multiple Choice,"[{'Klare und präzise Botschaften senden': 'true', 'So viele Informationen wie möglich zurückhalten': 'false', 'Jede Nachricht in Fachjargon verpacken': 'false', 'Alle Nachrichten schriftlich übermitteln': 'false'}]",Was ist ein wichtiger Aspekt der effektiven Kommunikation am Arbeitsplatz?,Klare und präzise Botschaften senden,GERMAN,ChatGPT3.5,Klare und präzise Botschaften senden So viele Informationen wie möglich zurückhalten Jede Nachricht in Fachjargon verpacken Alle Nachrichten schriftlich übermitteln,"kommunikation, verhandlung und etikette am arbeitsplatz",2871
Multiple Choice,"[{'Telefonanruf': 'true', 'E-Mail': 'false', 'Brief': 'false', 'Notiz an der Pinnwand': 'false'}]",Welcher der folgenden Kommunikationskanäle ist synchron?,Telefonanruf,GERMAN,ChatGPT3.5,Telefonanruf E-Mail Brief Notiz an der Pinnwand,"kommunikation, verhandlung und etikette am arbeitsplatz",2872
Multiple Choice,"[{'Es fördert die berufliche Entwicklung und Leistungsverbesserung': 'true', 'Es dient dazu, Mitarbeiter zu bestrafen': 'false', 'Es erhöht die Konflikte am Arbeitsplatz': 'false', 'Es hat keine Auswirkungen auf die Arbeitsleistung': 'false'}]",Warum ist konstruktives Feedback wichtig?,Es fördert die berufliche Entwicklung und Leistungsverbesserung,GERMAN,ChatGPT3.5,"Es fördert die berufliche Entwicklung und Leistungsverbesserung Es dient dazu, Mitarbeiter zu bestrafen Es erhöht die Konflikte am Arbeitsplatz Es hat keine Auswirkungen auf die Arbeitsleistung",e-learning und kursbewertung,2873
Multiple Choice,"[{'Kommunikation und Kompromiss': 'true', 'Konflikte ignorieren und hoffen, dass sie von selbst verschwinden': 'false', 'Sofortige Kündigung der betroffenen Mitarbeiter': 'false', 'Niemals über Konflikte sprechen': 'false'}]",Was ist ein bewährter Ansatz zur Konfliktlösung am Arbeitsplatz?,Kommunikation und Kompromiss,GERMAN,ChatGPT3.5,"Kommunikation und Kompromiss Konflikte ignorieren und hoffen, dass sie von selbst verschwinden Sofortige Kündigung der betroffenen Mitarbeiter Niemals über Konflikte sprechen","kommunikation, verhandlung und etikette am arbeitsplatz",2874
Multiple Choice,"[{'Das Verkaufen von physischen Produkten in digitalen Geschäften': 'false', 'Die Verwendung von Online-Kanälen und Technologien zur Bewerbung von Produkten und Dienstleistungen': 'true', 'Das Scannen von Büchern und Zeitschriften zur digitalen Archivierung': 'false', 'Die Erstellung von digitalen Kunstwerken durch Computerprogramme': 'false'}]",Was versteht man unter digitalem Marketing?,Die Verwendung von Online-Kanälen und Technologien zur Bewerbung von Produkten und Dienstleistungen,GERMAN,ChatGPT3.5,Das Verkaufen von physischen Produkten in digitalen Geschäften Die Verwendung von Online-Kanälen und Technologien zur Bewerbung von Produkten und Dienstleistungen Das Scannen von Büchern und Zeitschriften zur digitalen Archivierung Die Erstellung von digitalen Kunstwerken durch Computerprogramme,digitale medien und kommunikation,2875
Multiple Choice,"[{'Nur E-Mails und Instant Messaging-Dienste': 'false', 'Facebook, Twitter und Instagram': 'true', 'Nur Suchmaschinen wie Google': 'false', 'Nur Fernsehsender und Radiostationen': 'false'}]",Was sind Beispiele für soziale Medienplattformen?,"Facebook, Twitter und Instagram",GERMAN,ChatGPT3.5,"Nur E-Mails und Instant Messaging-Dienste Facebook, Twitter und Instagram Nur Suchmaschinen wie Google Nur Fernsehsender und Radiostationen",digitale medien und kommunikation,2876
Multiple Choice,"[{'Eingeschränkte Reichweite und Zugänglichkeit': 'false', 'Schnelle Übertragung von Informationen über weite Entfernungen': 'true', 'Keine Möglichkeit zur Interaktion mit anderen Menschen': 'false', 'Hohe Kosten und finanzielle Belastung für Nutzer': 'false'}]",Was ist ein Vorteil der Online-Kommunikation?,Schnelle Übertragung von Informationen über weite Entfernungen,GERMAN,ChatGPT3.5,Eingeschränkte Reichweite und Zugänglichkeit Schnelle Übertragung von Informationen über weite Entfernungen Keine Möglichkeit zur Interaktion mit anderen Menschen Hohe Kosten und finanzielle Belastung für Nutzer,"kommunikation, verhandlung und etikette am arbeitsplatz",2877
Multiple Choice,"[{'Digitale Ethik hat keine Auswirkungen auf die Gesellschaft': 'false', 'Sie stellt sicher, dass digitale Technologien verantwortungsvoll genutzt werden': 'true', 'Digitale Ethik führt zu mehr Wettbewerb in der Technologiebranche': 'false', 'Sie fördert den unkontrollierten Einsatz von Technologie': 'false'}]",Warum ist die digitale Ethik wichtig?,"Sie stellt sicher, dass digitale Technologien verantwortungsvoll genutzt werden",GERMAN,ChatGPT3.5,"Digitale Ethik hat keine Auswirkungen auf die Gesellschaft Sie stellt sicher, dass digitale Technologien verantwortungsvoll genutzt werden Digitale Ethik führt zu mehr Wettbewerb in der Technologiebranche Sie fördert den unkontrollierten Einsatz von Technologie",eignungstest für informationstechnologie,2878
Multiple Choice,"[{'Die Vorbereitung von Rohdaten für Analysen': 'true', 'Die Veröffentlichung von Daten im Internet': 'false', 'Das Löschen von Daten': 'false', 'Die Verschlüsselung von Daten': 'false'}]",Was versteht man unter Datenvorverarbeitung?,Die Vorbereitung von Rohdaten für Analysen,GERMAN,ChatGPT3.5,Die Vorbereitung von Rohdaten für Analysen Die Veröffentlichung von Daten im Internet Das Löschen von Daten Die Verschlüsselung von Daten,datenvorverarbeitung,2879
Multiple Choice,"[{'Das Entfernen von Duplikaten': 'true', 'Das Erstellen von neuen Datenquellen': 'false', 'Das Veröffentlichen von Datenberichten': 'false', 'Das Hinzufügen von Rauschen zu den Daten': 'false'}]",Was ist ein wichtiger Schritt in der Datenbereinigung?,Das Entfernen von Duplikaten,GERMAN,ChatGPT3.5,Das Entfernen von Duplikaten Das Erstellen von neuen Datenquellen Das Veröffentlichen von Datenberichten Das Hinzufügen von Rauschen zu den Daten,datenvorverarbeitung,2880
Multiple Choice,"[{'Verschmelzen von Daten aus verschiedenen Quellen': 'true', 'Die Trennung von Daten in verschiedene Kategorien': 'false', 'Die Veröffentlichung von Daten im Internet': 'false', 'Die Entfernung von Daten': 'false'}]",Was ist das Ziel der Datenintegration?,Verschmelzen von Daten aus verschiedenen Quellen,GERMAN,ChatGPT3.5,Verschmelzen von Daten aus verschiedenen Quellen Die Trennung von Daten in verschiedene Kategorien Die Veröffentlichung von Daten im Internet Die Entfernung von Daten,datenvorverarbeitung,2881
Multiple Choice,"[{'Die Zusammenfassung von Daten auf einer höheren Ebene': 'true', 'Das Veröffentlichen von Daten im Internet': 'false', 'Das Entfernen von Daten': 'false', 'Die Verschlüsselung von Daten': 'false'}]",Was beinhaltet die Datenaggregation?,Die Zusammenfassung von Daten auf einer höheren Ebene,GERMAN,ChatGPT3.5,Die Zusammenfassung von Daten auf einer höheren Ebene Das Veröffentlichen von Daten im Internet Das Entfernen von Daten Die Verschlüsselung von Daten,datenvorverarbeitung,2882
Multiple Choice,"[{'Eine Vision hilft bei der Zielsetzung und Motivation': 'true', 'Eine Vision ist irrelevant für die Karriere': 'false', 'Eine Vision ist nur für Führungskräfte wichtig': 'false', 'Eine Vision ist nur für junge Menschen wichtig': 'false'}]","Warum ist es wichtig, eine klare berufliche Vision zu haben?",Eine Vision hilft bei der Zielsetzung und Motivation,GERMAN,ChatGPT3.5,Eine Vision hilft bei der Zielsetzung und Motivation Eine Vision ist irrelevant für die Karriere Eine Vision ist nur für Führungskräfte wichtig Eine Vision ist nur für junge Menschen wichtig,"professionelle beratung, lernkompetenzen, selbsteinschätzung",2883
Multiple Choice,"[{'Einen neuen Job finden': 'true', 'Ein eigenes Unternehmen gründen': 'false', 'In 10 Jahren in den Ruhestand gehen': 'false', 'Fließend eine neue Sprache lernen': 'false'}]",Welches ist ein Beispiel für ein kurzfristiges berufliches Ziel?,Einen neuen Job finden,GERMAN,ChatGPT3.5,Einen neuen Job finden Ein eigenes Unternehmen gründen In 10 Jahren in den Ruhestand gehen Fließend eine neue Sprache lernen,"professionelle beratung, lernkompetenzen, selbsteinschätzung",2884
Multiple Choice,"[{'Es hilft, Stärken und Schwächen zu identifizieren': 'true', 'Es dient nur dazu, Erfolge zu feiern': 'false', 'Selbstbewertung ist irrelevant für die Karriereplanung': 'false', 'Andere Menschen sollten Ihre Bewertung vornehmen': 'false'}]",Warum ist Selbstbewertung ein wichtiger Schritt in der Karriereplanung?,"Es hilft, Stärken und Schwächen zu identifizieren",GERMAN,ChatGPT3.5,"Es hilft, Stärken und Schwächen zu identifizieren Es dient nur dazu, Erfolge zu feiern Selbstbewertung ist irrelevant für die Karriereplanung Andere Menschen sollten Ihre Bewertung vornehmen","professionelle beratung, lernkompetenzen, selbsteinschätzung",2885
Multiple Choice,"[{'Weiterbildungen und Schulungen besuchen': 'true', 'Sich von sozialen Medien abmelden': 'false', 'Keine neuen Fähigkeiten erlernen': 'false', 'Berufliche Entwicklung ist nicht notwendig': 'false'}]",Was ist ein gängiges Mittel zur beruflichen Weiterentwicklung?,Weiterbildungen und Schulungen besuchen,GERMAN,ChatGPT3.5,Weiterbildungen und Schulungen besuchen Sich von sozialen Medien abmelden Keine neuen Fähigkeiten erlernen Berufliche Entwicklung ist nicht notwendig,visualisierungs- und präsentationstechniken,2886
Matrix Single Choice,"[{'Japan': 'true', 'Indien': 'false', 'China': 'false', 'Thailand': 'false'}]",Welches asiatische Land ist für seine traditionelle Teezeremonie bekannt?,Japan,GERMAN,ChatGPT3.5,Japan Indien China Thailand,asiatische kultur,2887
Matrix Single Choice,"[{'Sushi': 'true', 'Dim Sum': 'false', 'Kimchi': 'false', 'Pad Thai': 'false'}]",Welches asiatische Gericht wird normalerweise in Algenblätter gewickelt?,Sushi,GERMAN,ChatGPT3.5,Sushi Dim Sum Kimchi Pad Thai,asiatische kultur,2888
Matrix Single Choice,"[{'Indien': 'true', 'Japan': 'false', 'China': 'false', 'Vietnam': 'false'}]",In welchem Land wird das Diwali-Festival gefeiert?,Indien,GERMAN,ChatGPT3.5,Indien Japan China Vietnam,asiatische kultur,2889
Matrix Single Choice,"[{'Koreanisch': 'true', 'Chinesisch': 'false', 'Japanisch': 'false', 'Thai': 'false'}]",Welche asiatische Sprache wird in Südkorea gesprochen?,Koreanisch,GERMAN,ChatGPT3.5,Koreanisch Chinesisch Japanisch Thai,asiatische kultur,2890
Matrix Single Choice,"[{'Diversität hat keinen Einfluss auf die Unternehmensleistung': 'false', 'Vielfältige Teams fördern Kreativität und Innovation': 'true', 'Diversität führt zwangsläufig zu Konflikten am Arbeitsplatz': 'false', 'Die Geschlechterverteilung in der Belegschaft ist in jedem Unternehmen gleich': 'false'}]",Welche der folgenden Aussagen sind Gründe für die Förderung der Diversität von Frauen in der Belegschaft?,Vielfältige Teams fördern Kreativität und Innovation,GERMAN,ChatGPT3.5,Diversität hat keinen Einfluss auf die Unternehmensleistung Vielfältige Teams fördern Kreativität und Innovation Diversität führt zwangsläufig zu Konflikten am Arbeitsplatz Die Geschlechterverteilung in der Belegschaft ist in jedem Unternehmen gleich,frauen in der belegschaft,2891
Matrix Single Choice,"[{'Geschlechtergleichstellung ist irrelevant für Unternehmen': 'false', 'Gleichstellung fördert die Integration von Frauen in Führungspositionen': 'false', 'Geschlechtergleichstellung trägt zur Beseitigung von Diskriminierung bei': 'true', 'Frauen sollten nicht in technischen Berufen arbeiten': 'false'}]",Welche Rolle spielt Geschlechtergleichstellung in der Arbeitswelt?,Geschlechtergleichstellung trägt zur Beseitigung von Diskriminierung bei,GERMAN,ChatGPT3.5,Geschlechtergleichstellung ist irrelevant für Unternehmen Gleichstellung fördert die Integration von Frauen in Führungspositionen Geschlechtergleichstellung trägt zur Beseitigung von Diskriminierung bei Frauen sollten nicht in technischen Berufen arbeiten,frauen in der belegschaft,2892
Matrix Single Choice,"[{'Frauen sind für Führungspositionen ungeeignet': 'false', 'Vielfalt in Führungspositionen führt zu besseren Entscheidungen': 'false', 'Frauen sollten nur in bestimmten Abteilungen Führungspositionen einnehmen': 'true', 'Führungsebenen sollten ausschließlich von Männern besetzt sein': 'false'}]","Warum ist es wichtig, Frauen in Führungspositionen zu fördern?",Frauen sollten nur in bestimmten Abteilungen Führungspositionen einnehmen,GERMAN,ChatGPT3.5,Frauen sind für Führungspositionen ungeeignet Vielfalt in Führungspositionen führt zu besseren Entscheidungen Frauen sollten nur in bestimmten Abteilungen Führungspositionen einnehmen Führungsebenen sollten ausschließlich von Männern besetzt sein,frauen in der belegschaft,2893
Matrix Single Choice,"[{'Chancengleichheit fördert Diskriminierung und Vorurteile': 'false', 'Chancengleichheit führt zu Ungerechtigkeit am Arbeitsplatz': 'false', 'Chancengleichheit ermöglicht es allen Mitarbeitern, ihr Potenzial auszuschöpfen': 'false', 'Chancengleichheit schafft Fairness und Gerechtigkeit am Arbeitsplatz': 'true'}]",Warum ist Chancengleichheit am Arbeitsplatz wichtig?,Chancengleichheit schafft Fairness und Gerechtigkeit am Arbeitsplatz,GERMAN,ChatGPT3.5,"Chancengleichheit fördert Diskriminierung und Vorurteile Chancengleichheit führt zu Ungerechtigkeit am Arbeitsplatz Chancengleichheit ermöglicht es allen Mitarbeitern, ihr Potenzial auszuschöpfen Chancengleichheit schafft Fairness und Gerechtigkeit am Arbeitsplatz",frauen in der belegschaft,2894
Matrix Single Choice,"[{'Unternehmensführung ist nur für große Unternehmen relevant': 'false', 'Transparente Berichterstattung und Rechenschaftspflicht sind entscheidend': 'true', 'Die Einhaltung von Gesetzen und Vorschriften ist nicht erforderlich': 'false', 'Nachhaltigkeit spielt keine Rolle in der Unternehmensführung': 'false'}]",Welche der folgenden Aussagen sind wichtige Prinzipien der Unternehmensführung?,Transparente Berichterstattung und Rechenschaftspflicht sind entscheidend,GERMAN,ChatGPT3.5,Unternehmensführung ist nur für große Unternehmen relevant Transparente Berichterstattung und Rechenschaftspflicht sind entscheidend Die Einhaltung von Gesetzen und Vorschriften ist nicht erforderlich Nachhaltigkeit spielt keine Rolle in der Unternehmensführung,grundlegende governance des unternehmertums,2895
Matrix Single Choice,"[{'Die Unternehmenskultur hat keinen Einfluss auf die Mitarbeiterzufriedenheit': 'false', 'Eine positive Unternehmenskultur fördert die Mitarbeiterbindung und Produktivität': 'false', 'Die Unternehmenskultur beeinflusst die Werte und Verhaltensweisen der Mitarbeiter': 'true', 'Unternehmenskultur ist nur für kleine Unternehmen relevant': 'false'}]",Warum ist die Unternehmenskultur wichtig für den Erfolg eines Unternehmens?,Die Unternehmenskultur beeinflusst die Werte und Verhaltensweisen der Mitarbeiter,GERMAN,ChatGPT3.5,Die Unternehmenskultur hat keinen Einfluss auf die Mitarbeiterzufriedenheit Eine positive Unternehmenskultur fördert die Mitarbeiterbindung und Produktivität Die Unternehmenskultur beeinflusst die Werte und Verhaltensweisen der Mitarbeiter Unternehmenskultur ist nur für kleine Unternehmen relevant,kaufleute im büromanagement,2896
Matrix Single Choice,"[{'CSR ist eine Verpflichtung zur Steigerung des Gewinns um jeden Preis': 'false', 'CSR ist eine freiwillige Initiative von Unternehmen zur sozialen und umweltbezogenen Verantwortung': 'false', 'CSR beinhaltet die Integration von sozialen und umweltbezogenen Anliegen in die Geschäftspraktiken': 'true', 'CSR hat keinen Einfluss auf das Ansehen eines Unternehmens': 'false'}]",Was ist Corporate Social Responsibility (CSR)?,CSR beinhaltet die Integration von sozialen und umweltbezogenen Anliegen in die Geschäftspraktiken,GERMAN,ChatGPT3.5,CSR ist eine Verpflichtung zur Steigerung des Gewinns um jeden Preis CSR ist eine freiwillige Initiative von Unternehmen zur sozialen und umweltbezogenen Verantwortung CSR beinhaltet die Integration von sozialen und umweltbezogenen Anliegen in die Geschäftspraktiken CSR hat keinen Einfluss auf das Ansehen eines Unternehmens,kaufleute im büromanagement,2897
Matrix Single Choice,"[{'Governance-Strukturen sind nur in staatlichen Organisationen relevant': 'false', 'Die Geschäftsführung und der Vorstand sind wichtige Teile der Governance-Strukturen': 'true', 'Unternehmensführung hat keine Auswirkungen auf die Risikomanagementprozesse': 'false', 'Governance-Strukturen beeinflussen nicht die strategische Ausrichtung eines Unternehmens': 'false'}]",Welche der folgenden Aussagen sind Teil der Governance-Strukturen eines Unternehmens?,Die Geschäftsführung und der Vorstand sind wichtige Teile der Governance-Strukturen,GERMAN,ChatGPT3.5,Governance-Strukturen sind nur in staatlichen Organisationen relevant Die Geschäftsführung und der Vorstand sind wichtige Teile der Governance-Strukturen Unternehmensführung hat keine Auswirkungen auf die Risikomanagementprozesse Governance-Strukturen beeinflussen nicht die strategische Ausrichtung eines Unternehmens,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",2898
